seed,transition,client,cosine_similarity,interference,old_gradient_norm,new_gradient_norm,magnitude_ratio,before_accuracy,after_accuracy,forgetting
42,1->2,0,-0.2667471468448639,0.2667471468448639,1.095924735069275,44.66144943237305,0.024538494585329435,95.57522123893806,92.8613569321534,2.7138643067846573
42,1->2,1,0.18058767914772034,0.0,6.144527912139893,43.71470642089844,0.14055974328131993,76.0705289672544,0.0,76.0705289672544
42,1->2,2,-0.2185681164264679,0.2185681164264679,1.6195473670959473,42.94906997680664,0.037708554992471256,96.53179190751445,95.95375722543352,0.5780346820809257
42,1->2,3,-0.14434218406677246,0.14434218406677246,1.8988404273986816,47.98822784423828,0.03956887996701938,96.85452162516383,0.0,96.85452162516383
42,1->2,4,0.09283013641834259,0.0,5.565423965454102,48.15591812133789,0.11557092425132158,77.99564270152506,0.0,77.99564270152506
42,2->3,0,-0.012994439341127872,0.012994439341127872,5.923603534698486,38.039886474609375,0.1557208520759435,65.14423076923077,0.0,65.14423076923077
42,2->3,1,-0.017045697197318077,0.017045697197318077,10.16738224029541,37.79220199584961,0.26903386686522623,64.15908001916627,4.528030666027791,59.63104935313848
42,2->3,2,-0.03994058445096016,0.03994058445096016,10.847100257873535,39.788673400878906,0.27261779121375923,58.1651376146789,0.0,58.1651376146789
42,2->3,3,-0.009463638067245483,0.009463638067245483,8.691455841064453,37.89371109008789,0.22936407100379527,74.23756019261637,56.861958266452646,17.375601926163725
42,2->3,4,0.005854011047631502,0.0,8.045219421386719,39.68901443481445,0.20270645507209675,73.53560893383903,94.98525073746313,0.0
42,3->4,0,0.13151425123214722,0.0,19.27018928527832,60.61774444580078,0.3178968379878892,38.52713178294574,0.0,38.52713178294574
42,3->4,1,0.12295877933502197,0.0,11.154382705688477,61.03972244262695,0.1827397350335698,52.35762400489896,0.0,52.35762400489896
42,3->4,2,-0.14311254024505615,0.14311254024505615,11.95229434967041,64.40069580078125,0.18559262754930098,97.09844559585493,86.52849740932642,10.569948186528507
42,3->4,3,0.1123146042227745,0.0,3.3861756324768066,60.927188873291016,0.05557741453522349,68.66288074341766,0.9292720702116676,67.73360867320599
42,3->4,4,-0.12136608362197876,0.12136608362197876,11.442255020141602,62.51740646362305,0.18302510720433218,95.23809523809524,0.0,95.23809523809524
42,4->5,0,-0.36444467306137085,0.36444467306137085,5.620699882507324,131.25747680664062,0.042821940656282045,81.55683325961964,9.597523219814242,71.95931003980539
42,4->5,1,0.3527041971683502,0.0,14.384505271911621,131.41908264160156,0.10945522509193048,79.32343803935105,57.12806351397998,22.195374525371065
42,4->5,2,-0.34490475058555603,0.34490475058555603,32.97937774658203,133.1316680908203,0.24772000696396124,86.84895833333333,5.078125,81.77083333333333
42,4->5,3,0.3401934504508972,0.0,10.89224624633789,148.1531982421875,0.07352015599779463,77.83056215360253,50.43547110055424,27.39509105304829
42,4->5,4,0.3303490877151489,0.0,30.492685317993164,134.98008728027344,0.225905064460936,75.70259694059054,0.0,75.70259694059054
123,1->2,0,-0.06194915995001793,0.06194915995001793,3.765815019607544,48.30479431152344,0.07795944632992889,90.21956087824351,92.01596806387225,0.0
123,1->2,1,-0.12806349992752075,0.12806349992752075,2.772667407989502,47.71057891845703,0.058114310721910485,88.94830659536542,0.0,88.94830659536542
123,1->2,2,-0.21971248090267181,0.21971248090267181,0.4210908114910126,47.9652214050293,0.008779086161934221,93.49980937857416,93.44262295081967,0.05718642775448757
123,1->2,3,-0.05374845489859581,0.05374845489859581,1.2369366884231567,47.645233154296875,0.025961394383722896,92.35503725299644,0.0,92.35503725299644
123,1->2,4,-0.05726078897714615,0.05726078897714615,0.8236400485038757,47.576480865478516,0.017311916172040615,93.18181818181819,63.63636363636363,29.545454545454554
123,2->3,0,0.11996964365243912,0.0,12.180063247680664,42.14680099487305,0.2889914052827407,46.85598377281947,55.78093306288032,0.0
123,2->3,1,-0.27046090364456177,0.27046090364456177,4.526321887969971,44.75554656982422,0.10113432266787858,91.30557118739449,0.0,91.30557118739449
123,2->3,2,-0.10407792776823044,0.10407792776823044,4.905704975128174,45.20688247680664,0.10851677236635227,93.75,0.0,93.75
123,2->3,3,0.15886932611465454,0.0,8.612321853637695,42.78623580932617,0.20128720582052825,57.275902211874275,2.5805199844780753,54.6953822273962
123,2->3,4,-0.3186672031879425,0.3186672031879425,1.334551215171814,43.17439270019531,0.03091071192220257,84.22425032594523,0.0,84.22425032594523
123,3->4,0,0.25088921189308167,0.0,20.93230438232422,89.61473083496094,0.2335810662744051,54.10958904109589,0.0,54.10958904109589
123,3->4,1,0.2804529368877411,0.0,60.39607238769531,88.23477172851562,0.6844928728724289,7.6155462184873945,0.36764705882352944,7.247899159663865
123,3->4,2,-0.29606664180755615,0.29606664180755615,17.776945114135742,84.19035339355469,0.2111518053741353,99.59411466260781,100.0,0.0
123,3->4,3,0.2946435213088989,0.0,33.46625518798828,96.03695678710938,0.3484726745577174,39.08754623921085,0.0,39.08754623921085
123,3->4,4,0.25030606985092163,0.0,43.8956298828125,91.39220428466797,0.48029949847895276,27.025336252736942,21.770409759149203,5.254926493587739
123,4->5,0,0.03773428127169609,0.0,94.10173034667969,164.94775390625,0.5704941602306567,3.3674963396778916,3.3674963396778916,0.0
123,4->5,1,0.039761997759342194,0.0,79.31053924560547,153.47669982910156,0.5167594777182357,11.494252873563218,0.0,11.494252873563218
123,4->5,2,0.039105869829654694,0.0,59.225738525390625,162.18040466308594,0.36518430601049484,21.08262108262108,0.0,21.08262108262108
123,4->5,3,-0.04246694594621658,0.04246694594621658,94.71017456054688,148.4153289794922,0.638142806486203,98.78737194229564,98.78737194229564,0.0
123,4->5,4,0.038786765187978745,0.0,99.798828125,167.39419555664062,0.5961904939005535,0.7120253164556962,0.7120253164556962,0.0
2026,1->2,0,0.06001327931880951,0.0,4.567245960235596,49.08512496948242,0.09304745507065705,90.45801526717557,0.0,90.45801526717557
2026,1->2,1,0.13426069915294647,0.0,2.3223814964294434,45.43400955200195,0.05111548637967527,91.2150194828197,0.35423308537017356,90.86078639744953
2026,1->2,2,-0.1734515130519867,0.1734515130519867,2.3526601791381836,45.765377044677734,0.051406987794318494,91.43598615916954,7.179930795847751,84.25605536332179
2026,1->2,3,-0.22354938089847565,0.22354938089847565,2.130031108856201,44.62018585205078,0.04773693941837885,93.36609336609337,77.02702702702703,16.339066339066335
2026,1->2,4,0.1029486358165741,0.0,1.0962941646575928,45.43656921386719,0.024128013704058027,91.26418580100291,0.0,91.26418580100291
2026,2->3,0,-0.19529083371162415,0.19529083371162415,6.716967582702637,39.83743667602539,0.16860943231181372,96.79625629949604,94.27645788336933,2.5197984161267044
2026,2->3,1,0.23419341444969177,0.0,9.60118579864502,44.39988327026367,0.21624349190744585,53.399258343634116,0.0,53.399258343634116
2026,2->3,2,0.22749313712120056,0.0,4.569711208343506,44.45429229736328,0.10279572505115431,67.62438682550805,0.0,67.62438682550805
2026,2->3,3,0.12099152058362961,0.0,10.743247032165527,40.196327209472656,0.2672693695665187,48.31460674157304,0.0,48.31460674157304
2026,2->3,4,0.15846607089042664,0.0,10.033068656921387,39.727813720703125,0.2525451998807742,49.82263785875524,0.0,49.82263785875524
2026,3->4,0,-0.06876900047063828,0.06876900047063828,2.5725560188293457,65.9802474975586,0.03898979037513457,74.82517482517483,0.0,74.82517482517483
2026,3->4,1,0.09655378013849258,0.0,25.063861846923828,70.31571197509766,0.3564475299034141,76.5177065767285,90.3035413153457,0.0
2026,3->4,2,0.08624570816755295,0.0,25.85915756225586,66.83747100830078,0.3868961104025605,76.98232895333031,91.5722700498414,0.0
2026,3->4,3,-0.024001115933060646,0.024001115933060646,23.15420150756836,71.335205078125,0.32458309304935734,75.08760751831794,0.0,75.08760751831794
2026,3->4,4,-0.017548613250255585,0.017548613250255585,9.044452667236328,74.82036590576172,0.12088222982801156,76.75350701402806,71.19238476953907,5.561122244488985
2026,4->5,0,-0.2775368392467499,0.2775368392467499,8.003917694091797,169.1831512451172,0.04730918909587784,82.62910798122066,29.04091213950369,53.58819584171697
2026,4->5,1,0.3447745740413666,0.0,62.25900650024414,156.811279296875,0.39703143026067045,66.94915254237289,96.61016949152543,0.0
2026,4->5,2,0.3682909905910492,0.0,48.563636779785156,145.78904724121094,0.3331089522756487,69.48924731182795,50.62724014336918,18.862007168458774
2026,4->5,3,-0.340746134519577,0.340746134519577,26.40414810180664,157.76605224609375,0.16736267229796412,87.31343283582089,14.892926670992862,72.42050616482803
2026,4->5,4,-0.35880595445632935,0.35880595445632935,32.74482727050781,140.94728088378906,0.2323196805584754,88.99835796387521,4.597701149425287,84.40065681444992
