seed,task,round,client,old_gradient_norm,new_gradient_norm,magnitude_ratio,balance_score,retention_weight
42,1,1,0,0.0,0.0,0.0,0.0,0.0
42,1,1,1,0.0,0.0,0.0,0.0,0.0
42,1,1,2,0.0,0.0,0.0,0.0,0.0
42,1,1,3,0.0,0.0,0.0,0.0,0.0
42,1,1,4,0.0,0.0,0.0,0.0,0.0
42,1,2,0,0.0,0.0,0.0,0.0,0.0
42,1,2,1,0.0,0.0,0.0,0.0,0.0
42,1,2,2,0.0,0.0,0.0,0.0,0.0
42,1,2,3,0.0,0.0,0.0,0.0,0.0
42,1,2,4,0.0,0.0,0.0,0.0,0.0
42,1,3,0,0.0,0.0,0.0,0.0,0.0
42,1,3,1,0.0,0.0,0.0,0.0,0.0
42,1,3,2,0.0,0.0,0.0,0.0,0.0
42,1,3,3,0.0,0.0,0.0,0.0,0.0
42,1,3,4,0.0,0.0,0.0,0.0,0.0
42,2,1,0,1.1283825903756226,42.687940281444746,0.026433287315716952,0.9742474375661885,1.9536453876191393
42,2,1,1,6.377921209999937,42.261859700343145,0.15091435292299737,0.8688743844928675,1.7639738920871615
42,2,1,2,1.812939400977798,41.59226530894607,0.0435883784523708,0.9582322117106786,1.9248179810792214
42,2,1,3,2.26530204520841,45.0498087989812,0.05028438756125396,0.9521230743246257,1.9138215337843263
42,2,1,4,5.941557654135827,45.18894326541948,0.1314825535803673,0.8837962165971209,1.7908331898748178
42,2,2,0,1.1149990848008746,21.759772831869647,0.05124130170916956,0.9512563845941894,1.912261492269541
42,2,2,1,6.5635523301462095,23.174730215346404,0.2832202260460195,0.7792894623249917,1.6027210321849852
42,2,2,2,1.7409092346706174,23.12959471175462,0.07526760656060265,0.9300010470868736,1.8740018847563724
42,2,2,3,2.125514501764403,21.557753108148006,0.09859629113949456,0.9102524813393699,1.8384544664108657
42,2,2,4,6.067470610072539,21.44186082032514,0.2829731365628858,0.7794395467070933,1.6029911840727677
42,2,3,0,1.0267597134340165,20.02354803810165,0.05127761131444855,0.9512235295771359,1.9122023532388446
42,2,3,1,6.728798039963718,21.63497754370549,0.31101479196686727,0.7627679002001881,1.5729822203603387
42,2,3,2,1.6590973622867058,21.627808021275197,0.07671130429189038,0.9287540643567531,1.8717573158421557
42,2,3,3,2.0727222573039907,20.206194773479663,0.10257855477194085,0.9069648558571795,1.832536740542923
42,2,3,4,6.2956409345474595,20.034340118725332,0.3142424905057318,0.7608945892588982,1.5696102606660167
42,3,1,0,9.342708693884386,29.896206640223333,0.3125048206388194,0.7619019635396455,1.5714235343713618
42,3,1,1,11.158853623265179,30.951189853925136,0.3605306831798483,0.735007311751879,1.5230131611533821
42,3,1,2,12.072055165866828,36.85921423174769,0.32751797393088644,0.7532854693024555,1.55591384474442
42,3,1,3,10.195192329750856,32.35208433366474,0.31513247259749777,0.7603796734065006,1.568683412131701
42,3,1,4,10.462031671879062,36.01186946270885,0.2905162055725114,0.7748837214766647,1.5947906986579965
42,3,2,0,5.272213345363341,11.542945744318878,0.4567476502224507,0.6864606919717425,1.4356292455491366
42,3,2,1,7.184711300398718,10.686077130213247,0.6723432006759875,0.5979633843075337,1.2763340917535606
42,3,2,2,7.117290066881334,13.116429758593306,0.5426240370187517,0.6482460897812187,1.3668429616061937
42,3,2,3,6.451890508693513,10.737175593829617,0.6008927070542323,0.6246514807603724,1.3243726653686703
42,3,2,4,7.073428656218831,12.822495054471629,0.5516421434494171,0.6444784992606909,1.3600612986692435
42,3,3,0,5.688441212425578,12.039362208691253,0.47248692362778166,0.6791231785856586,1.4224217214541854
42,3,3,1,7.908121119064831,10.370391887687392,0.7625672399567909,0.5673542417731641,1.2212376351916954
42,3,3,2,7.906471792251031,13.320701349573259,0.5935477107970542,0.6275306306955499,1.3295551352519899
42,3,3,3,6.853046217574062,10.050694375935871,0.681848035692087,0.5945840401617478,1.270251272291146
42,3,3,4,7.575418439005692,13.040291610554227,0.5809240057848022,0.6325414734299664,1.3385746521739394
42,4,1,0,5.966749935152813,27.919796895150718,0.21371036320786924,0.8239198002371317,1.683055640426837
42,4,1,1,7.221281232925828,29.090642133616136,0.2482338203384283,0.801131954371209,1.642037517868176
42,4,1,2,6.649865817062054,28.480035689361216,0.23349218693380688,0.8107063916519385,1.6592715049734892
42,4,1,3,6.4030494324305485,28.60081232280711,0.2238764885472973,0.8170759135890693,1.6707366444603247
42,4,1,4,7.244510331365866,30.03435506160155,0.24120745448027345,0.8056670916617183,1.650200764991093
42,4,2,0,3.7846189977307265,8.725199876899833,0.4337572836297033,0.6974681219880419,1.4554426195784753
42,4,2,1,4.677773264442564,8.406308175704627,0.5564598830627466,0.6424836328143045,1.356470539065748
42,4,2,2,4.228190291269599,11.022464732594198,0.38359753411287056,0.7227535286416112,1.5009563515549003
42,4,2,3,4.0325819553179905,8.355899443901931,0.48260297797868473,0.6744894046842103,1.4140809284315785
42,4,2,4,4.487893528538502,9.018693254745683,0.4976212630556486,0.6677255623090944,1.40190601215637
42,4,3,0,4.345883103190561,9.59829919378691,0.45277637375622215,0.6883371853125257,1.4390069335625464
42,4,3,1,5.541062666458349,9.369848392799735,0.5913716459612932,0.6283887252470353,1.3310997054446634
42,4,3,2,5.098000038546515,12.773366793748872,0.39911169238802524,0.7147392202070062,1.4865305963726112
42,4,3,3,4.861177385030751,9.19726208816172,0.5285461410616209,0.6542164303299091,1.3775895745938362
42,4,3,4,5.647135135607235,10.579061204031657,0.5338030498825918,0.6519741893044565,1.3735535407480217
42,5,1,0,3.9064913640555674,30.088951143160827,0.12983142368335351,0.8850877918936574,1.7931580254085833
42,5,1,1,4.679994442908567,31.442544395917103,0.14884273944179047,0.8704411541007403,1.7667940773813324
42,5,1,2,4.826731294137632,32.241960427196595,0.14970340606416907,0.8697895428728993,1.7656211771712187
42,5,1,3,4.236095608291916,29.93560888573065,0.14150691320365916,0.8760349923711359,1.7768629862680447
42,5,1,4,5.303123258939962,32.9130407854341,0.16112529053489144,0.8612335018034989,1.750220303246298
42,5,2,0,1.4927848904569743,7.489882479561859,0.1993068508792009,0.8338149650915239,1.700866937164743
42,5,2,1,2.029439131098579,7.320404851121248,0.27723045000543345,0.7829440646326662,1.6092993163387992
42,5,2,2,2.6237430257642647,7.550668912447595,0.34748484620197906,0.7421233736456982,1.535822072562257
42,5,2,3,1.9097578300181226,9.489264456909655,0.20125456917025025,0.8324630146386295,1.698433426349533
42,5,2,4,2.699523899906616,7.88613983143781,0.3423124567414744,0.7449830290835708,1.5409694523504276
42,5,3,0,2.2012312422237956,8.634954700673505,0.25492099478551405,0.7968629134065925,1.6343532441318667
42,5,3,1,2.647193089830829,8.40653804592213,0.3148969379987072,0.7605158785462653,1.5689285813832776
42,5,3,2,3.179369212108139,9.183625403333053,0.3461997928349615,0.7428317886559703,1.5370972195807466
42,5,3,3,2.58195200679837,12.352221070864374,0.2090273475503368,0.8271111501539339,1.688800070277081
42,5,3,4,3.3106643183308644,9.662370618855222,0.34263478901027317,0.7448041777146629,1.5406475198863931
